topic,questionText,correctAnswer
Cloud (AWS),What is an Auto Scaling Group in AWS?,"keywords: scaling group, group aws, auto scaling, auto"
Cloud (AWS),What is Elastic Load Balancer (ELB) in AWS?,"keywords: elastic, elastic load, balancer elb, elb"
Cloud (AWS),What is CloudFormation in AWS?,"keywords: cloudformation aws, cloudformation, aws, does lazy"
Cloud (AWS),What is IAM in AWS?,"keywords: iam aws, iam, aws, does lazy"
Cloud (AWS),What is the difference between IAM Roles and IAM Policies?,"keywords: iam, policies, iam policies, roles iam"
Cloud (AWS),How do you secure S3 buckets?,"keywords: s3 buckets, buckets, secure s3"
Cloud (AWS),What is the difference between S3 Standard and S3 Glacier?,"keywords: s3 standard, glacier, s3 glacier"
Cloud (AWS),What is CloudWatch in AWS?,"keywords: cloudwatch aws, cloudwatch, aws, zuul spring"
Cloud (AWS),What is AWS ECS?,"keywords: aws ecs, ecs, aws, zuul spring"
Cloud (AWS),What is AWS Fargate?,"keywords: aws fargate, fargate, aws, zuul spring"
Cloud (AWS),What is the difference between ECS and EKS?,"keywords: ecs eks, difference ecs, eks, ecs"
Cloud (Kubernetes),What is Kubernetes?,"keywords: kubernetes, zuul spring, does lazy, does executorservice"
Cloud (Kubernetes),What is the difference between Docker and Kubernetes?,"keywords: docker kubernetes, difference docker, docker, kubernetes"
Cloud (Kubernetes),What is a Kubernetes Pod?,"keywords: kubernetes pod, pod, kubernetes, zuul spring"
Cloud (Kubernetes),What is a Kubernetes Deployment?,"keywords: kubernetes deployment, deployment, kubernetes, dom elements"
Cloud (Kubernetes),What is a Kubernetes Service?,"keywords: kubernetes service, service, kubernetes, zuul spring"
Cloud (Kubernetes),"What is the difference between ClusterIP, NodePort, and LoadBalancer?","keywords: nodeport, clusterip nodeport, difference clusterip, clusterip"
Cloud (Kubernetes),What is a Kubernetes Ingress?,"keywords: kubernetes ingress, ingress, kubernetes, zuul spring"
Cloud (Kubernetes),What is a ConfigMap in Kubernetes?,"keywords: configmap kubernetes, configmap, kubernetes, zuul spring"
Cloud (Kubernetes),What is a Secret in Kubernetes?,"keywords: secret kubernetes, secret, kubernetes, does help"
Cloud (Kubernetes),What is the difference between ConfigMap and Secret?,"keywords: difference configmap, configmap secret, secret, configmap"
Cloud (Kubernetes),What is a StatefulSet in Kubernetes?,"keywords: statefulset, statefulset kubernetes, kubernetes, zuul spring"
Cloud (Kubernetes),What is a DaemonSet in Kubernetes?,"keywords: daemonset, daemonset kubernetes, kubernetes, zuul spring"
Cloud (Kubernetes),What is a Job and CronJob in Kubernetes?,"keywords: job cronjob, cronjob, cronjob kubernetes, job"
Cloud (Kubernetes),What is etcd in Kubernetes?,"keywords: etcd kubernetes, etcd, kubernetes, does lazy"
Cloud (Kubernetes),What is the role of kube-apiserver?,"keywords: apiserver, kube apiserver, kube, role kube"
Cloud (Kubernetes),What is the role of kube-scheduler?,"keywords: kube scheduler, scheduler, kube, role kube"
Cloud (Kubernetes),What is the role of kube-controller-manager?,"keywords: kube controller, manager, controller manager, controller"
Cloud (Kubernetes),What is the role of kubelet?,"keywords: role kubelet, kubelet, role, does improve"
Cloud (Kubernetes),What is the role of kube-proxy?,"keywords: kube proxy, role kube, proxy, kube"
Cloud (Kubernetes),What is Helm in Kubernetes?,"keywords: helm kubernetes, helm, kubernetes, does improve"
Cloud (Kubernetes),What is the difference between Helm and Kubernetes Operators?,"keywords: kubernetes operators, difference helm, helm, helm kubernetes"
Cloud (Kubernetes),How do you scale applications in Kubernetes?,"keywords: scale applications, applications kubernetes, scale, applications"
Cloud (Kubernetes),How do you monitor Kubernetes clusters?,"keywords: kubernetes clusters, clusters, monitor kubernetes, monitor"
Cloud (Kubernetes),What is Prometheus in Kubernetes?,"keywords: prometheus kubernetes, prometheus, kubernetes, zuul spring"
Cloud (Kubernetes),What is Grafana in Kubernetes monitoring?,"keywords: grafana kubernetes, kubernetes monitoring, grafana, monitoring"
Cloud (Kubernetes),What are Kubernetes Namespaces?,"keywords: kubernetes namespaces, namespaces, kubernetes, zuul spring"
Cloud (Kubernetes),What is Resource Quota in Kubernetes?,"keywords: quota kubernetes, quota, resource quota, resource"
DevOps,What is Continuous Integration (CI)?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: integration ci, continuous integration, continuous"
DevOps,What is Continuous Deployment (CD)?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: deployment cd, continuous deployment, continuous"
DevOps,What is the difference between Continuous Delivery and Continuous Deployment?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: continuous, delivery continuous, difference continuous, continuous delivery"
DevOps,What is Infrastructure as Code (IaC)?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: code iac, infrastructure, infrastructure code, iac"
DevOps,What is Configuration Management?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: configuration management, configuration, management, zuul spring"
DevOps,What is Ansible?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: ansible, zuul spring, does java, does entity"
DevOps,What is Terraform?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: terraform, does differ, does docker, does entity"
DevOps,What is the difference between Terraform and CloudFormation?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: terraform cloudformation, difference terraform, terraform, cloudformation"
DevOps,What is Docker?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker, dynamic, does entity, does executorservice"
DevOps,What is the difference between Docker Image and Docker Container?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker, docker image, image docker, difference docker"
DevOps,What is Docker Compose?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker compose, compose, docker, docker differ"
DevOps,What is Docker Swarm?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: swarm, docker swarm, docker, does improve"
DevOps,How does Docker differ from Virtual Machines?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker differ, does docker, virtual, virtual machines"
DevOps,What are Docker volumes?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: docker volumes, volumes, docker, dom"
DevOps,What is the difference between COPY and ADD in Dockerfile?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: copy add, difference copy, add dockerfile, copy"
DevOps,What is a base image in Docker?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: base image, image docker, base, image"
DevOps,What is the difference between ENTRYPOINT and CMD in Dockerfile?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: cmd, entrypoint, difference entrypoint, entrypoint cmd"
DevOps,How do you reduce Docker image size?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: reduce docker, image size, docker image, size"
DevOps,What is a multi-stage build in Docker?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: multi stage, stage, stage build, build docker"
DevOps,How do you debug a failing Docker container?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: debug failing, failing docker, docker container, container"
DevOps,What is Jenkins?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: jenkins, does docker, does entity, does executorservice"
DevOps,What is the difference between Jenkins and GitHub Actions?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: actions, jenkins github, github, github actions"
DevOps,What are Jenkins pipelines?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: jenkins pipelines, pipelines, jenkins, does help"
DevOps,What is the difference between declarative and scripted pipelines?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: declarative, declarative scripted, difference declarative, scripted"
DevOps,How do you trigger a Jenkins job automatically?,"CI/CD; Docker; IaC; monitoring; blue/green; canary; rollback | keywords: job automatically, automatically, trigger jenkins, trigger"
